risk_question1,risk_question2,correlation,risk_question1_number,risk_question2_number
work_50improv_1drop_trial,work_50improv_90para_trial,-0.0008472506690903417,26,37
exer_90improv_1drop_trial,work_90improv_50death_trial,-0.004204041488363268,14,48
exer_90improv_90drop_trial,work_50improv_1drop_trial,-0.010520372437876353,17,26
work_90improv_1para_trial,work_90improv_90para_trial,-0.013118243116900215,38,41
work_50improv_1drop_trial,exer_50pain_50death_trial,-0.021351045682048937,26,20
exer_50improv_1drop_trial,exer_90improv_90drop_trial,-0.030542361089076323,10,17
exer_90improv_10drop_trial,work_50improv_90death_trial,-0.033411073953444836,15,45
exer_90pain_90death_trial,work_50improv_1drop_trial,-0.035072683079571225,25,26
exer_90pain_1death_trial,work_50improv_90death_trial,-0.03835920944947932,22,45
work_90improv_1para_trial,exer_90pain_90death_trial,-0.041649985137213213,38,25
exer_50improv_90drop_trial,work_90improv_1para_trial,-0.045039888739878936,13,38
exer_50pain_90death_trial,work_50improv_1drop_trial,-0.0486816698219134,21,26
exer_50improv_1drop_trial,exer_50pain_90death_trial,-0.05238136254717878,10,21
work_90improv_1para_trial,work_90improv_90death_trial,-0.05294042622764606,38,49
exer_50improv_1drop_trial,work_50improv_90death_trial,-0.053123496360459994,10,45
work_90improv_90death_trial,work_90improv_10drop_trial,-0.05461142968642684,49,31
work_90improv_1para_trial,work_50improv_90para_trial,-0.06747012169089218,38,37
exer_50improv_90drop_trial,exer_90improv_1drop_trial,-0.06756081487722376,13,14
exer_90improv_90drop_trial,work_90improv_1para_trial,-0.06925699743138515,17,38
exer_90improv_1drop_trial,exer_50pain_50death_trial,-0.0708924579521247,14,20
exer_90pain_50death_trial,work_90improv_1drop_trial,-0.10583162479646956,24,30
work_90improv_10drop_trial,work_50improv_90death_trial,-0.10724888422390329,31,45
work_90improv_90drop_trial,exer_50improv_1drop_trial,-0.10925445027424328,33,10
exer_90improv_1drop_trial,exer_90improv_90drop_trial,-0.11251761858143494,14,17
exer_50improv_50drop_trial,work_90improv_1drop_trial,-0.11388691092093854,12,30
work_90improv_90death_trial,work_50improv_1drop_trial,-0.11465558390538225,49,26
exer_50pain_90death_trial,work_90improv_1para_trial,-0.11474451493968774,21,38
work_50improv_90drop_trial,work_90improv_1para_trial,-0.11688435890963844,29,38
exer_90improv_1drop_trial,work_50improv_50para_trial,-0.11735083304661055,14,36
work_90improv_50para_trial,work_90improv_1drop_trial,-0.11791796838548373,40,30
work_90improv_90drop_trial,work_90improv_1drop_trial,-0.11975213144033667,33,30
work_50improv_90death_trial,work_90improv_1para_trial,-0.12007937566357985,45,38
work_50improv_1drop_trial,work_90improv_90para_trial,-0.13192917277476418,26,41
exer_90pain_90death_trial,exer_90improv_1drop_trial,-0.1346221730034934,25,14
work_90improv_90drop_trial,work_90improv_1para_trial,-0.13792736726167618,33,38
exer_90improv_1drop_trial,exer_50pain_90death_trial,-0.1497768678746158,14,21
exer_90improv_1drop_trial,work_50improv_90drop_trial,-0.15113546440586,14,29
exer_50pain_10death_trial,work_90improv_1drop_trial,-0.1557843975456157,19,30
work_90improv_90drop_trial,exer_90improv_1drop_trial,-0.15716581214670158,33,14
work_50improv_90para_trial,exer_90improv_1drop_trial,-0.17269856234636402,37,14
work_90improv_1drop_trial,work_50improv_50death_trial,-0.17460797268799283,30,44
work_50improv_90death_trial,work_50improv_1drop_trial,-0.19932778265305745,45,26
work_90improv_50death_trial,work_90improv_1drop_trial,-0.20422846788897422,48,30
exer_50pain_50death_trial,work_90improv_1drop_trial,-0.2150156122040626,20,30
work_50improv_90drop_trial,work_90improv_1drop_trial,-0.24363863115865697,29,30
work_90improv_90para_trial,exer_90improv_1drop_trial,-0.2438183897542334,41,14
work_90improv_90death_trial,exer_90improv_1drop_trial,-0.2697986297453076,49,14
work_90improv_1drop_trial,exer_90improv_90drop_trial,-0.27392231105835774,30,17
work_90improv_1drop_trial,exer_50improv_90drop_trial,-0.298738837353821,30,13
work_90improv_1drop_trial,exer_90pain_90death_trial,-0.3128433271152894,30,25
work_50improv_50para_trial,work_90improv_1drop_trial,-0.33441458171624355,36,30
exer_90improv_1drop_trial,work_50improv_90death_trial,-0.34513419168539067,14,45
exer_50pain_90death_trial,work_90improv_1drop_trial,-0.3897052611984185,21,30
work_90improv_90para_trial,work_90improv_1drop_trial,-0.46774151954828935,41,30
work_90improv_90death_trial,work_90improv_1drop_trial,-0.4701079901746668,49,30
work_50improv_90para_trial,work_90improv_1drop_trial,-0.47584137948427796,37,30
work_50improv_90death_trial,work_90improv_1drop_trial,-0.4909039316365813,45,30
